Last,Brett,Kode,Art,Vernalisering,Antall planter,Når registrert, comment,,
48,3,48-03,Cardamine hirsuta,FV,1,5/30/2016,,,
48,3,48-03,Cardamine hirsuta,FV,1,8/16/2016,,,
48,3,48-03,Cardamine hirsuta,EV,1,12/6/2016,,,
48,3,48-03,Chenopodium album,FV,1,5/30/2016,,,
48,3,48-03,Chenopodium album,EV,1,12/6/2016,,,
48,3,48-03,Chenopodium ficifolium,FV,1,6/22/2016,,,
48,3,48-03,Chenopodium ficifolium,FV,1,6/25/2016,,,
48,3,48-03,Mercurialis annua,FV,1,6/25/2016,,,
48,3,48-03,Poa annua,EV,1,12/6/2016,,,
48,3,48-03,Portulaca oleracea ssp. sativa,FV,3,5/30/2016,,,
48,3,48-03,Stellaria media,FV,3,8/1/2016,,,
48,3,48-03,Stellaria media,FV,1,8/16/2016,,,
48,3,48-03,Stellaria media,EV,2,12/6/2016,,,
48,3,48-03,Stellaria media,EV,2,1/3/2017,,,
48,4,48-04,Cardamine hirsuta,EV,1,12/6/2016,,,
48,4,48-04,Cardamine hirsuta,EV,3,1/3/2017,,,
48,4,48-04,Chenopodium album,FV,1,6/25/2016,,,
48,4,48-04,Chenopodium hircinum,FV,1,6/22/2016,,,
48,4,48-04,Chenopodium hircinum,EV,1,1/5/2017,,,
48,4,48-04,Rorippa palustris,FV,1,6/10/2016,,,
48,4,48-04,Urtica urens,FV,1,6/21/2016,,,
48,5,48-05,Cardamine hirsuta,FV,1,8/1/2016,,,
48,5,48-05,Cardamine hirsuta,EV,2,12/6/2016,,,
48,5,48-05,Cardamine hirsuta,EV,1,1/5/2017,,,
48,5,48-05,Cardamine hirsuta,EV,1,1/5/2017,,,
48,5,48-05,Sonchus oleraceus,EV,1,1/3/2017,,,
49,1,49-01,Amaranthus blitum,EV,1,1/5/2017,,,
49,1,49-01,Cardamine hirsuta,FV,3,5/30/2016,,,
49,1,49-01,Cardamine hirsuta,EV,8,12/6/2016,,,
49,1,49-01,Conyza canadensis,EV,1,1/3/2017,,,
49,1,49-01,Euphorbia maculata,FV,1,6/21/2016,,,
49,1,49-01,Juncus bufonius,FV,1,8/16/2016,,,
49,1,49-01,Portulaca oleracea ssp. sativa,FV,1,5/30/2016,,,
49,1,49-01,Sagina procumbens,FV,2,8/16/2016,,,
49,1,49-01,Sonchus oleraceus,FV,1,5/30/2016,,,
49,2,49-02,Cardamine hirsuta,EV,1,12/6/2016,,,
49,2,49-02,Cardamine hirsuta,EV,2,1/3/2017,,,
49,3,49-03,Amaranthus blitum,EV,2,1/5/2017,,,
49,3,49-03,Cardamine hirsuta,EV,1,12/6/2016,,,
49,3,49-03,Juncus bufonius,FV,1,6/21/2016,,,
49,3,49-03,Senecio vulgaris,EV,1,1/3/2017,,,
49,3,49-03,Stellaria media,EV,2,12/6/2016,,,
49,4,49-04,Amaranthus blitum,EV,1,1/5/2017,,,
49,4,49-04,Cardamine hirsuta,EV,2,12/6/2016,,,
49,4,49-04,Cardamine hirsuta,EV,1,12/6/2016,,,
49,5,49-05,Cardamine hirsuta,EV,2,12/6/2016,,,
49,5,49-05,Cardamine hirsuta,EV,1,1/3/2017,,,
49,5,49-05,Chenopodium album,FV,1,6/10/2016,,,
49,5,49-05,Persicaria laphatifolia ssp. lapathifolia,EV,1,1/3/2017,,,
49,5,49-05,Poa annua,FV,1,6/28/2016,,,
49,5,49-05,Portulaca oleracea ssp. sativa,FV,1,6/10/2016,,,
49,5,49-05,Portulaca oleracea ssp. sativa,FV,1,6/21/2016,,,
49,5,49-05,Sagina procumbens,FV,1,6/24/2016,,,
50,1,50-01,Cardamine hirsuta,FV,2,5/30/2016,,,
50,1,50-01,Cardamine hirsuta,FV,1,8/1/2016,,,
50,1,50-01,Cardamine hirsuta,FV,1,8/16/2016,,,
50,1,50-01,Cardamine hirsuta,EV,2,12/6/2016,,,
50,1,50-01,Poa nemoralis,FV,1,6/21/2016,,,
50,2,50-02,Cardamine hirsuta,FV,1,5/30/2016,,,
50,2,50-02,Juncus bufonius,FV,3,6/21/2016,,,
50,2,50-02,Poa annua,FV,1,8/16/2016,,,
50,2,50-02,Senecio vulgaris,FV,2,5/30/2016,,,
50,2,50-02,Stellaria media,FV,1,6/21/2016,,,
50,2,50-02,Urtica urens,FV,1,6/21/2016,,,
50,3,50-03,Agrostis capillaris,FV,1,6/28/2016,,,
50,3,50-03,Arabis thaliana,FV,2,6/30/2016,,,
50,3,50-03,Betula pendula,FV,1,8/16/2016,,,
50,3,50-03,Cardamine hirsuta,FV,1,5/30/2016,,,
50,3,50-03,Chenopodium album,FV,1,5/30/2016,,,
50,3,50-03,Chenopodium album,EV,1,12/6/2016,,,
50,3,50-03,Claytonia sibirica,EV,1,12/6/2016,,,
50,3,50-03,Conyza canadensis,FV,2,8/16/2016,,,
50,3,50-03,Conyza canadensis,EV,3,12/6/2016,,,
50,3,50-03,Epilobium ciliatum ,FV,1,8/16/2016,,,
50,3,50-03,Juncus bufonius,FV,1,6/21/2016,,,
50,3,50-03,Poa annua,FV,2,6/10/2016,,,
50,3,50-03,Poa annua,FV,1,6/24/2016,,,
50,3,50-03,Poa annua,FV,1,6/30/2016,,,
50,3,50-03,Poa annua,FV,1,8/16/2016,,,
50,3,50-03,Poa annua,EV,2,12/6/2016,,,
50,3,50-03,Solanum nigrum ssp.  nigrum,FV,1,6/10/2016,,,
50,3,50-03,Solanum nigrum ssp.  nigrum,FV,1,6/28/2016,,,
50,3,50-03,Sonchus asper,FV,1,5/30/2016,,,
50,3,50-03,Sonchus oleraceus,FV,4,5/30/2016,,,
50,4,50-04,Cardamine hirsuta,EV,16,12/6/2016,,,
50,4,50-04,Cardamine hirsuta,EV,3,12/6/2016,,,
50,4,50-04,Cerastium glomeratum,EV,1,1/5/2017,,,
50,4,50-04,Chenopodium album,FV,2,5/30/2016,,,
50,4,50-04,Chenopodium polyspermum,FV,8,6/3/2016,,,
50,4,50-04,Chenopodium polyspermum,FV,1,6/21/2016,,,
50,4,50-04,Daucus carota ssp. carota,FV,2,1/5/2017,,,
50,4,50-04,Daucus carota ssp. carota,EV,3,1/3/2017,,,
50,4,50-04,Daucus carota ssp. carota,EV,3,1/5/2017,,,
50,4,50-04,Deschampsia cespitosa ssp. cespitosa,FV,1,8/1/2016,,,
50,4,50-04,Digitaria ischaemum,FV,1,8/16/2016,,,
50,4,50-04,Epilobium ciliatum ,FV,1,8/1/2016,,,
50,4,50-04,Epilobium ciliatum ,EV,1,1/3/2017,,,
50,4,50-04,Euphorbia sp.,FV,1,8/1/2016,"Veldig rar og med trekanta, blank-grønne blad",,
50,4,50-04,Juncus bufonius,EV,1,1/3/2017,,,
50,4,50-04,Lythrum salicaria,FV,2,8/23/2016,,,
50,4,50-04,Lythrum salicaria,FV,1,8/23/2016,,,
50,4,50-04,Oxybasis urbica,FV,1,6/28/2016,,,
50,4,50-04,Poa annua,FV,1,6/30/2016,,,
50,4,50-04,Portulaca oleracea ssp. sativa,FV,1,5/30/2016,,,
50,4,50-04,Rumex acetosella ssp. acetosella,FV,1,6/10/2016,,,
50,4,50-04,Sonchus asper,FV,1,8/1/2016,,,
50,4,50-04,Sonchus oleraceus,FV,1,6/21/2016,,,
50,5,50-05,Cardamine hirsuta,FV,2,8/1/2016,,,
50,5,50-05,Cardamine hirsuta,FV,12,8/16/2016,,,
50,5,50-05,Cardamine hirsuta,EV,3,1/3/2017,,,
50,5,50-05,Chenopodium album,FV,1,8/16/2016,,,
50,5,50-05,Senecio vulgaris,FV,1,5/30/2016,,,
51,1,51-01,Amaranthus cf. palmeri,FV,1,8/1/2016,,,
51,1,51-01,Cardamine hirsuta,FV,6,6/3/2016,,,
51,1,51-01,Cardamine hirsuta,FV,4,6/10/2016,,,
51,1,51-01,Cardamine hirsuta,FV,2,8/1/2016,,,
51,1,51-01,Cerastium glomeratum,EV,1,1/5/2017,,,
51,1,51-01,Chenopodium album,FV,1,6/10/2016,,,
51,1,51-01,Chenopodium album,FV,1,6/21/2016,,,
51,1,51-01,Conyza canadensis,FV,3,8/16/2016,,,
51,1,51-01,Conyza canadensis,EV,15,1/3/2017,,,
51,1,51-01,Coronopus didymus,FV,1,6/21/2016,,,
51,1,51-01,Digitaria sanguinalis,FV,1,8/1/2016,,,
51,1,51-01,Echinochloa crus-galli,FV,3,6/21/2016,,,
51,1,51-01,Eclipta prostrata,FV,2,8/16/2016,,,
51,1,51-01,Eclipta prostrata,FV,1,10/6/2016,,,
51,1,51-01,Epilobium ciliatum ,EV,1,1/3/2017,,,
51,1,51-01,Gamochaeta pensylvanica,FV,1,8/16/2016,1 plante (denne rakk ved en feiltagelse å frø seg),,
51,1,51-01,Portulaca oleracea ssp. sativa,FV,9,6/3/2016,,,
51,1,51-01,Portulaca oleracea ssp. sativa,FV,1,6/10/2016,,,
51,1,51-01,Sagina procumbens,EV,1,1/3/2017,,,
51,1,51-01,Sonchus oleraceus,FV,1,8/1/2016,,,
51,2,51-02,Cardamine hirsuta,EV,4,12/6/2016,,,
51,2,51-02,Portulaca oleracea ssp. sativa,FV,2,6/3/2016,,,
51,2,51-02,Portulaca oleracea ssp. sativa,FV,1,6/10/2016,,,
51,2,51-02,Portulaca oleracea ssp. sativa,FV,1,6/30/2016,,,
51,3,51-03,Cardamine hirsuta,FV,1,8/16/2016,,,
51,3,51-03,Claytonia perfoliata,EV,1,1/3/2017,,,
51,3,51-03,Conyza canadensis,FV,1,8/16/2016,16.08.2016. Vårplantedelen satt til  vernalisering,,
51,3,51-03,Juncus bufonius,EV,1,1/3/2017,,,
51,4,51-04,Cardamine hirsuta,FV,1,6/28/2016,,,
51,4,51-04,Chenopodium album,EV,1,12/6/2016,,,
51,4,51-04,Chenopodium polyspermum,FV,1,6/21/2016,,,
51,4,51-04,Rumex acetosella ssp. acetosella,FV,2,6/21/2016,,,
51,5,51-05,Juncus bufonius,EV,1,1/3/2017,,,
51,7,51-07,Euphorbia chamaesyce,FV,1,6/21/2016,,,
52,1,52-01,Chenopodium album,FV,2,6/10/2016,,,
52,1,52-01,Conyza canadensis,FV,1,8/16/2016,,,
52,1,52-01,Poa annua,FV,2,6/21/2016,,,
52,1,52-01,Poa annua,EV,5,12/6/2016,,,
52,1,52-01,Rumex acetosella ssp. acetosella,FV,1,6/21/2016,,,
52,1,52-01,Sagina procumbens,FV,1,8/16/2016,,,
52,1,52-01,Stellaria media,FV,1,8/16/2016,,,
52,2,52-02,Betula pendula,FV,4,6/10/2016,,,
52,2,52-02,Betula pendula,FV,2,8/1/2016,,,
52,2,52-02,Cardamine hirsuta,EV,1,12/6/2016,,,
52,2,52-02,Carex canescens,FV,1,10/6/2016,,,
52,2,52-02,Lamium confertum,FV,1,6/22/2016,,,
52,2,52-02,Lamium confertum,FV,1,6/25/2016,,,
52,2,52-02,Poa annua,FV,7,6/24/2016,,,
52,2,52-02,Poa annua,FV,1,8/1/2016,,,
52,2,52-02,Poa annua,FV,48,8/16/2016,,,
52,2,52-02,Poa annua,EV,44,12/6/2016,,,
52,2,52-02,Poa annua,EV,1,1/3/2017,,,
52,2,52-02,Solanum nigrum ssp.  nigrum,FV,1,6/10/2016,,,
52,2,52-02,Stellaria media,FV,1,6/28/2016,,,
52,2,52-02,Stellaria media,FV,2,8/1/2016,,,
52,3,52-03,Betula pendula,FV,2,6/21/2016,,,
52,3,52-03,Betula pendula,FV,1,8/1/2016,,,
52,3,52-03,Digitaria ischaemum,FV,1,8/16/2016,,,
52,3,52-03,Epilobium ciliatum ,FV,2,6/21/2016,,,
52,3,52-03,Epilobium ciliatum ,FV,1,8/16/2016,,,
52,3,52-03,Epilobium ciliatum ,EV,4,12/6/2016,,,
52,3,52-03,Epilobium ciliatum ,EV,1,1/5/2017,,,
52,3,52-03,Galinsoga parviflora,FV,1,6/10/2016,,,
52,3,52-03,Galinsoga parviflora,FV,1,8/16/2016,,,
52,3,52-03,Holcus lanatus ,FV,1,8/1/2016,,,
52,3,52-03,Juncus compressus,FV,1,8/1/2016,,,
52,3,52-03,Poa annua,FV,3,6/21/2016,,,
52,3,52-03,Poa annua,EV,6,12/6/2016,,,
52,3,52-03,Rorippa palustris,FV,2,8/1/2016,,,
52,3,52-03,Rorippa sylvestris,FV,3,6/10/2016,,,
52,3,52-03,Rorippa sylvestris,FV,2,6/21/2016,,,
52,3,52-03,Rubus idaeus,EV,1,12/6/2016,,,
52,3,52-03,Sagina procumbens,FV,1,6/21/2016,,,
52,3,52-03,Sagina procumbens,FV,1,6/21/2016,,,
52,3,52-03,Sagina procumbens,FV,6,8/1/2016,,,
52,3,52-03,Sagina procumbens,EV,1,12/6/2016,,,
52,3,52-03,Sagina procumbens,EV,1,1/5/2017,,,
52,3,52-03,Senecio vulgaris,FV,14,6/3/2016,,,
52,3,52-03,Senecio vulgaris,FV,1,6/21/2016,,,
52,3,52-03,Senecio vulgaris,FV,2,8/1/2016,,,
52,3,52-03,Senecio vulgaris,EV,1,12/6/2016,,,
52,3,52-03,Sonchus asper,FV,3,6/10/2016,,,
52,3,52-03,Sonchus asper,FV,1,6/21/2016,,,
52,3,52-03,Stellaria media,FV,1,8/16/2016,,,
52,3,52-03,Urtica urens,FV,1,6/3/2016,,,
52,3,52-03,Urtica urens,FV,1,6/10/2016,,,
52,3,52-03,Urtica urens,FV,1,8/1/2016,,,
52,3,52-03,Urtica urens,EV,3,12/6/2016,,,
52,3,52-03,Urtica urens,EV,1,1/3/2017,,,
52,4,52-04,Arabis thaliana,FV,1,8/1/2016,,,
52,4,52-04,Arabis thaliana,EV,1,12/6/2016,,,
52,4,52-04,Betula pendula,FV,1,6/21/2016,,,
52,4,52-04,Betula pendula,FV,1,8/1/2016,,,
52,4,52-04,Carex canescens,FV,1,12/13/2016,,,
52,4,52-04,Chenopodium album,FV,4,6/10/2016,,,
52,4,52-04,Conyza canadensis,FV,1,8/1/2016,,,
52,4,52-04,Daucus carota ssp. carota,FV,1,1/5/2017,,,
52,4,52-04,Epilobium ciliatum ,FV,1,6/21/2016,,,
52,4,52-04,Epilobium ciliatum ,EV,1,12/6/2016,,,
52,4,52-04,Epilobium ciliatum ,EV,1,1/3/2017,,,
52,4,52-04,Gnaphalium uliginosum,FV,1,8/1/2016,,,
52,4,52-04,Juncus bufonius,EV,1,1/3/2017,,,
52,4,52-04,Poa annua,FV,1,6/21/2016,,,
52,4,52-04,Poa annua,FV,2,6/28/2016,,,
52,4,52-04,Sagina procumbens,FV,1,6/21/2016,,,
52,4,52-04,Senecio vulgaris,FV,1,8/16/2016,,,
52,4,52-04,Sonchus asper,FV,4,6/10/2016,,,
52,4,52-04,Sonchus asper,FV,1,6/21/2016,,,
52,4,52-04,Sonchus oleraceus,FV,1,6/21/2016,,,
52,5,52-05,Betula pendula,EV,2,12/6/2016,,,
52,5,52-05,Cardamine hirsuta,FV,4,8/16/2016,,,
52,5,52-05,Chenopodium album,FV,1,6/10/2016,,,
52,5,52-05,Chenopodium album,FV,1,8/16/2016,,,
52,5,52-05,Chenopodium album,EV,1,12/6/2016,,,
52,5,52-05,Epilobium ciliatum ,FV,1,6/21/2016,,,
52,5,52-05,Juncus bufonius,FV,1,8/16/2016,,,
52,5,52-05,Poa annua,FV,1,8/16/2016,,,
52,5,52-05,Ranunculus sceleratus,FV,2,6/28/2016,,,
53,1,53-01,Arabis thaliana,EV,2,12/6/2016,,,
53,1,53-01,Arabis thaliana,EV,1,12/6/2016,,,
53,1,53-01,Cardamine hirsuta,FV,3,6/10/2016,,,
53,1,53-01,Cardamine hirsuta,FV,5,6/21/2016,,,
53,1,53-01,Cardamine hirsuta,FV,1,6/28/2016,,,
53,1,53-01,Cardamine hirsuta,FV,1,8/1/2016,,,
53,1,53-01,Cardamine hirsuta,FV,1,8/16/2016,,,
53,1,53-01,Carex canescens,FV,1,10/6/2016,,,
53,1,53-01,Cerastium glomeratum,FV,1,8/1/2016,,,
53,1,53-01,Cerastium glomeratum,FV,1,8/16/2016,,,
53,1,53-01,Digitaria sanguinalis,FV,1,8/1/2016,,,
53,1,53-01,Epilobium ciliatum ,FV,1,8/1/2016,,,
53,1,53-01,Epilobium ciliatum ,FV,2,8/16/2016,,,
53,1,53-01,Epilobium ciliatum ,EV,1,12/6/2016,,,
53,1,53-01,Juncus bufonius,FV,1,8/16/2016,,,
53,1,53-01,Persicaria laphatifolia ssp. pallida,FV,1,6/21/2016,,,
53,1,53-01,Sonchus asper,FV,1,6/21/2016,,,
53,1,53-01,Stellaria media,FV,1,6/28/2016,,,
53,1,53-01,Stellaria media,FV,2,8/16/2016,,,
53,1,53-01,Urtica urens,FV,1,6/21/2016,,,
53,1,53-01,Urtica urens,FV,1,6/28/2016,,,
53,2,53-02,Cardamine hirsuta,EV,2,12/6/2016,,,
53,2,53-02,Chenopodium album,EV,1,12/6/2016,,,
53,2,53-02,Matricaria perforata,FV,1,6/21/2016,,,
53,2,53-02,Ribes rubrum,EV,1,1/3/2017,,,
53,2,53-02,Rumex acetosella ssp. acetosella,FV,1,6/28/2016,,,
53,2,53-02,Rumex acetosella ssp. acetosella,FV,1,8/1/2016,,,
53,3,53-03,Cardamine hirsuta,FV,1,6/10/2016,,,
53,3,53-03,Cardamine hirsuta,FV,1,8/1/2016,,,
53,3,53-03,Cardamine hirsuta,FV,4,8/16/2016,,,
53,3,53-03,Cardamine hirsuta,EV,2,12/6/2016,,,
53,3,53-03,Cardamine hirsuta,EV,1,1/3/2017,,,
53,3,53-03,Chenopodium ficifolium,FV,1,6/22/2016,,,
53,3,53-03,Epilobium obscurum,FV,3,8/16/2016,,,
53,3,53-03,Euphorbia maculata,FV,1,6/28/2016,,,
53,3,53-03,Euphorbia serpens,FV,1,6/28/2016,,,
53,3,53-03,Juncus bufonius,FV,1,8/16/2016,,,
53,3,53-03,Juncus bulbosus,FV,1,8/16/2016,,,
53,3,53-03,Poa annua,EV,1,12/6/2016,,,
53,3,53-03,Rumex acetosella ssp. acetosella,FV,1,6/28/2016,,,
53,4,53-04,Cardamine hirsuta,EV,3,12/6/2016,,,
53,4,53-04,Cardamine hirsuta,EV,2,1/3/2017,,,
53,4,53-04,Carex canescens,FV,1,10/6/2016,,,
53,4,53-04,Euphorbia maculata,FV,1,6/21/2016,,,
53,4,53-04,Euphorbia maculata,FV,1,8/16/2016,,,
53,4,53-04,Juncus bufonius,EV,1,1/3/2017,,,
53,4,53-04,Portulaca oleracea ssp. sativa,FV,3,6/21/2016,,,
53,5,53-05,Cardamine hirsuta,EV,1,12/6/2016,,,
53,5,53-05,Chenopodium album,EV,1,12/6/2016,,,
53,5,53-05,Juncus bufonius,FV,1,8/16/2016,,,
53,6,53-06,Calluna vulgaris,FV,1,8/16/2016,,,
53,6,53-06,Chenopodium album,EV,2,12/6/2016,,,
53,6,53-06,Stellaria media,FV,12,8/16/2016,,,
53,6,53-06,Stellaria media,EV,1,12/6/2016,,,
53,7,53-07,Calluna vulgaris,FV,1,8/16/2016,,,
53,7,53-07,Cardamine hirsuta,FV,2,8/16/2016,,,
53,7,53-07,Cardamine hirsuta,EV,2,12/6/2016,,,
53,7,53-07,Carex canescens,FV,1,10/6/2016,,,
53,7,53-07,Chenopodium album,EV,2,12/6/2016,,,
53,7,53-07,Cystopteris fragilis,EV,1,1/3/2017,,,
53,7,53-07,Cystopteris fragilis,EV,1,1/3/2017,,,
53,7,53-07,Taraxacum officinalis,FV,1,6/10/2016,,,
53,8,53-08,Agrostis capillaris,FV,1,6/28/2016,,,
53,8,53-08,Arabis thaliana,FV,2,8/1/2016,,,
53,8,53-08,Arabis thaliana,EV,3,12/6/2016,,,
53,8,53-08,Arabis thaliana,EV,1,12/6/2016,,,
53,8,53-08,Arabis thaliana,EV,1,1/3/2017,,,
53,8,53-08,Buddleia davidii,FV,1,8/1/2016,,,
53,8,53-08,Buddleia davidii,FV,1,8/16/2016,,,
53,8,53-08,Buddleia davidii,FV,1,8/16/2016,,,
53,8,53-08,Cardamine hirsuta,FV,3,6/3/2016,,,
53,8,53-08,Cardamine hirsuta,FV,7,6/10/2016,,,
53,8,53-08,Cardamine hirsuta,FV,2,6/10/2016,,,
53,8,53-08,Cardamine hirsuta,FV,4,6/24/2016,,,
53,8,53-08,Cardamine hirsuta,FV,2,6/28/2016,,,
53,8,53-08,Cardamine hirsuta,FV,7,8/1/2016,,,
53,8,53-08,Cardamine hirsuta,FV,2,8/16/2016,,,
53,8,53-08,Cardamine hirsuta,EV,1,12/6/2016,,,
53,8,53-08,Cerastium glomeratum,EV,1,12/6/2016,,,
53,8,53-08,Chenopodium album,FV,2,6/10/2016,,,
53,8,53-08,Epilobium ciliatum ,FV,2,6/21/2016,,,
53,8,53-08,Epilobium ciliatum ,FV,1,6/30/2016,,,
53,8,53-08,Epilobium ciliatum ,FV,1,8/1/2016,,,
53,8,53-08,Juncus bufonius,EV,1,1/3/2017,,,
53,8,53-08,Matricaria chamomilla,EV,2,1/3/2017,,,
53,8,53-08,Poa annua,FV,1,6/21/2016,,,
53,8,53-08,Poa annua,FV,2,6/24/2016,,,
53,8,53-08,Rorippa sylvestris,FV,1,6/21/2016,,,
53,8,53-08,Rorippa sylvestris,FV,3,8/1/2016,,,
53,8,53-08,Rorippa sylvestris,FV,1,8/16/2016,,,
53,8,53-08,Rubus idaeus,EV,1,1/3/2017,,,
53,8,53-08,Senecio vulgaris,FV,1,6/10/2016,,,
53,8,53-08,Senecio vulgaris,FV,7,8/1/2016,,,
53,8,53-08,Senecio vulgaris,EV,1,12/6/2016,,,
53,8,53-08,Solanum nigrum ssp.  nigrum,FV,48,6/3/2016,,,
53,8,53-08,Solanum nigrum ssp.  nigrum,FV,1,6/10/2016,,,
53,8,53-08,Solanum nigrum ssp.  nigrum,FV,1,6/21/2016,,,
53,8,53-08,Sonchus asper,FV,1,6/21/2016,,,
53,8,53-08,Stellaria media,FV,2,6/3/2016,,,
53,8,53-08,Stellaria media,FV,1,6/10/2016,,,
53,8,53-08,Stellaria media,FV,4,8/1/2016,,,
53,8,53-08,Stellaria media,FV,11,8/16/2016,,,
53,8,53-08,Stellaria media,EV,5,12/6/2016,,,
53,8,53-08,Stellaria media,EV,2,1/3/2017,,,
53,8,53-08,Taraxacum officinalis,FV,1,6/10/2016,,,
53,8,53-08,Urtica urens,FV,1,6/3/2016,,,
53,9,53-09,Agrostis stolonifera,FV,1,8/16/2016,,,
53,9,53-09,Cardamine hirsuta,FV,1,8/16/2016,,,
53,9,53-09,Cardamine hirsuta,EV,2,12/6/2016,,,
53,9,53-09,Cardamine hirsuta,EV,1,1/3/2017,,,
53,9,53-09,Chenopodium album,FV,2,6/10/2016,,,
53,9,53-09,Poa annua,FV,3,6/21/2016,,,
53,10,53-10,Arabis thaliana,FV,2,6/10/2016,,,
53,10,53-10,Arabis thaliana,FV,1,8/16/2016,,,
53,10,53-10,Arabis thaliana,EV,8,12/6/2016,,,
53,10,53-10,Cardamine hirsuta,FV,3,6/10/2016,,,
53,10,53-10,Cardamine hirsuta,FV,1,8/1/2016,,,
53,10,53-10,Cardamine hirsuta,EV,1,12/6/2016,,,
53,10,53-10,Cerastium glomeratum,FV,1,8/16/2016,,,
53,10,53-10,Cerastium glomeratum,EV,1,12/6/2016,,,
53,10,53-10,Chenopodium album,FV,1,6/10/2016,,,
53,10,53-10,Chenopodium album,EV,1,12/6/2016,,,
53,10,53-10,Draba verna,EV,2,1/3/2017,,,
53,10,53-10,Epilobium ciliatum ,FV,2,6/21/2016,,,
53,10,53-10,Epilobium ciliatum ,EV,1,12/6/2016,,,
53,10,53-10,Juncus bufonius,FV,1,6/28/2016,,,
53,10,53-10,Juncus filiformis,FV,1,11/18/2016,Brett tatt opp fra vernalisering og satt til spiring 08.11.2016,,
53,10,53-10,Poa annua,FV,1,8/1/2016,,,
53,10,53-10,Poa annua,FV,1,8/16/2016,,,
53,10,53-10,Poa annua,EV,2,12/6/2016,,,
53,10,53-10,Ranunculus sceleratus,FV,4,8/16/2016,,,
53,10,53-10,Senecio vulgaris,EV,1,12/6/2016,,,
53,11,53-11,Agrostis capillaris,FV,1,6/28/2016,,,
53,11,53-11,Calluna vulgaris,EV,1,1/5/2017,Forurensning fra torva,,
53,11,53-11,Cardamine hirsuta,FV,4,6/10/2016,,,
53,11,53-11,Cardamine hirsuta,FV,1,6/28/2016,,,
53,11,53-11,Cardamine hirsuta,EV,5,12/6/2016,,,
53,11,53-11,Cardamine hirsuta,EV,2,1/3/2017,,,
53,11,53-11,Carex canescens,FV,1,10/6/2016,,,
53,11,53-11,Chenopodium album,FV,2,6/10/2016,,,
53,11,53-11,Chenopodium album,EV,2,12/6/2016,,,
53,11,53-11,Polygonum arenastrum,EV,1,12/6/2016,,,
54,1,54-01,Cardamine hirsuta,FV,1,6/10/2016,,,
54,1,54-01,Cardamine hirsuta,EV,4,12/6/2016,,,
54,2,54-02,Cardamine hirsuta,EV,1,12/6/2016,,,
54,2,54-02,Draba verna,EV,1,1/3/2017,,,
54,2,54-02,Oxybasis glaucum,FV,2,6/28/2016,,,
54,2,54-02,Rumex acetosella ssp. acetosella,FV,1,6/21/2016,,,
54,2,54-02,Stellaria media,FV,1,8/1/2016,,,
54,3,54-03,Calluna vulgaris,FV,1,8/1/2016,Ganske sikkert forurensning i torva,,
54,3,54-03,Cardamine hirsuta,FV,1,8/16/2016,,,
54,3,54-03,Cardamine hirsuta,EV,1,12/6/2016,,,
54,3,54-03,Oxycoccus sp.,FV,1,8/16/2016,Forurensning fra torva,,
54,4,54-04,Agrostis capillaris,FV,1,6/28/2016,,,
54,4,54-04,Arabis thaliana,EV,1,1/3/2017,,,
54,4,54-04,Calluna vulgaris,FV,1,8/1/2016,Ganske sikkert forurensning i torva,,
54,4,54-04,Cardamine hirsuta,FV,2,6/10/2016,,,
54,4,54-04,Cardamine hirsuta,FV,1,6/21/2016,,,
54,4,54-04,Cardamine hirsuta,FV,2,6/28/2016,,,
54,4,54-04,Cardamine hirsuta,FV,3,8/1/2016,,,
54,4,54-04,Cardamine hirsuta,FV,3,8/1/2016,,,
54,4,54-04,Cardamine hirsuta,EV,9,12/6/2016,,,
54,4,54-04,Cardamine hirsuta,EV,1,1/3/2017,,,
54,4,54-04,Cerastium glomeratum,EV,2,12/6/2016,,,
54,4,54-04,Chenopodium album,FV,1,6/10/2016,,,
54,4,54-04,Echinochloa crus-galli,FV,1,6/21/2016,,,
54,4,54-04,Epilobium ciliatum ,FV,7,6/21/2016,,,
54,4,54-04,Epilobium ciliatum ,FV,3,8/1/2016,,,
54,4,54-04,Epilobium ciliatum ,EV,1,1/3/2017,,,
54,4,54-04,Juncus filiformis,FV,1,8/16/2016,,,
54,4,54-04,Rorippa palustris,FV,1,8/1/2016,,,
54,4,54-04,Rorippa palustris,FV,2,8/1/2016,,,
54,4,54-04,Rorippa sylvestris,FV,12,6/21/2016,,,
54,4,54-04,Stellaria media,FV,1,6/10/2016,,,
54,4,54-04,Stellaria media,FV,1,8/1/2016,,,
54,4,54-04,Stellaria media,FV,1,8/16/2016,,,
54,4,54-04,Viburnum opulus,EV,1,1/3/2017,,,
54,5,54-05,Cardamine hirsuta,EV,1,12/6/2016,,,
54,5,54-05,Stellaria media,FV,1,6/28/2016,,,
54,6,54-06,Cruciata cf. laevipes,EV,1,1/3/2017,,,
54,6,54-06,Poa annua,EV,2,1/3/2017,,,
54,7,54-07,Cardamine hirsuta,FV,3,6/10/2016,,,
54,7,54-07,Cardamine hirsuta,FV,2,6/24/2016,,,
54,7,54-07,Cardamine hirsuta,FV,1,6/30/2016,,,
54,7,54-07,Cardamine hirsuta,FV,4,8/16/2016,,,
54,7,54-07,Cardamine hirsuta,EV,2,1/3/2017,,,
54,8,54-08,Draba verna,EV,4,1/3/2017,,,
54,8,54-08,Poa annua,EV,1,12/6/2016,,,
